"","Camera.ID","Date","Species","Number"
"4032","Grandview2_CL_1_Cam_7","12/20/2022","Bird",1
"4033","Grandview2_CL_1_Cam_7","12/20/2022","Bird",1
"4034","Grandview2_CL_1_Cam_7","12/20/2022","Bird",1
"4035","Grandview2_CL_1_Cam_7","12/20/2022","Bird",2
"4036","Grandview2_CL_1_Cam_7","12/20/2022","White-tailed Deer",1
"4037","Grandview2_CL_1_Cam_7","12/21/2022","Raccoon",2
"4038","Grandview2_CL_1_Cam_7","12/21/2022","Raccoon",2
"4039","Grandview2_CL_1_Cam_7","12/21/2022","Raccoon",3
"4040","Grandview2_CL_1_Cam_7","12/21/2022","Raccoon",1
"4041","Grandview2_CL_1_Cam_7","12/21/2022","Bird",1
"4042","Grandview2_CL_1_Cam_7","12/21/2022","Bird",6
"4043","Grandview2_CL_1_Cam_7","12/21/2022","Bird",9
"4044","Grandview2_CL_1_Cam_7","12/21/2022","Bird",7
"4045","Grandview2_CL_1_Cam_7","12/21/2022","Bird",1
"4046","Grandview2_CL_1_Cam_7","12/21/2022","Bird",1
"4047","Grandview2_CL_1_Cam_7","12/21/2022","Bird",1
"4048","Grandview2_CL_1_Cam_7","12/21/2022","Bird",1
"4049","Grandview2_CL_1_Cam_7","12/21/2022","Bird",1
"4050","Grandview2_CL_1_Cam_7","12/21/2022","Bird",3
"4051","Grandview2_CL_1_Cam_7","12/21/2022","Bird",1
"4052","Grandview2_CL_1_Cam_7","12/21/2022","Bird",1
"4053","Grandview2_CL_1_Cam_7","12/21/2022","Bird",5
"4054","Grandview2_CL_1_Cam_7","12/21/2022","Bird",1
"4055","Grandview2_CL_1_Cam_7","12/21/2022","Raccoon",1
"4056","Grandview2_CL_1_Cam_7","12/21/2022","Raccoon",2
"4057","Grandview2_CL_1_Cam_7","12/22/2022","Raccoon",1
"4058","Grandview2_CL_1_Cam_7","12/22/2022","Raccoon",1
"4059","Grandview2_CL_1_Cam_7","12/22/2022","Bird",1
"4060","Grandview2_CL_1_Cam_7","12/22/2022","Bird",1
"4061","Grandview2_CL_1_Cam_7","12/22/2022","Bird",1
"4062","Grandview2_CL_1_Cam_7","12/22/2022","Bird",1
"4063","Grandview2_CL_1_Cam_7","12/22/2022","Bird",1
"4064","Grandview2_CL_1_Cam_7","12/22/2022","Bird",1
"4065","Grandview2_CL_1_Cam_7","12/22/2022","Bird",1
"4066","Grandview2_CL_1_Cam_7","12/23/2022","Bird",1
"4067","Grandview2_CL_1_Cam_7","12/23/2022","Bird",1
"4068","Grandview2_CL_1_Cam_7","12/23/2022","Bird",1
"4069","Grandview2_CL_1_Cam_7","12/23/2022","Bird",1
"4070","Grandview2_CL_1_Cam_7","12/23/2022","Bird",1
"4071","Grandview2_CL_1_Cam_7","12/23/2022","White-tailed Deer",1
"4072","Grandview2_CL_1_Cam_7","12/24/2022","Coyote",1
"4073","Grandview2_CL_1_Cam_7","12/24/2022","Bird",1
"4074","Grandview2_CL_1_Cam_7","12/24/2022","Bird",1
"4075","Grandview2_CL_1_Cam_7","12/24/2022","Bird",1
"4076","Grandview2_CL_1_Cam_7","12/24/2022","Bird",1
"4077","Grandview2_CL_1_Cam_7","12/24/2022","Opossum",1
"4078","Grandview2_CL_1_Cam_7","12/25/2022","White-tailed Deer",1
"4079","Grandview2_CL_1_Cam_7","12/25/2022","White-tailed Deer",1
"4080","Grandview2_CL_1_Cam_7","12/25/2022","Bird",1
"4081","Grandview2_CL_1_Cam_7","12/25/2022","Bird",1
"4082","Grandview2_CL_1_Cam_7","12/26/2022","Bird",1
"4083","Grandview2_CL_1_Cam_7","12/26/2022","Bird",1
"4084","Grandview2_CL_1_Cam_7","12/26/2022","Bird",1
"4085","Grandview2_CL_1_Cam_7","12/26/2022","Bird",1
"4086","Grandview2_CL_1_Cam_7","12/26/2022","Bird",1
"4087","Grandview2_CL_1_Cam_7","12/26/2022","Bird",1
"4088","Grandview2_CL_1_Cam_7","12/26/2022","Bird",1
"4089","Grandview2_CL_1_Cam_7","12/26/2022","Bird",1
"4090","Grandview2_CL_1_Cam_7","12/26/2022","White-tailed Deer",1
"4091","Grandview2_CL_1_Cam_7","12/27/2022","Bird",1
"4092","Grandview2_CL_1_Cam_7","12/27/2022","Bird",1
"4093","Grandview2_CL_1_Cam_7","12/27/2022","Bird",1
"4094","Grandview2_CL_1_Cam_7","12/27/2022","Bird",1
"4095","Grandview2_CL_1_Cam_7","12/27/2022","Bird",1
"4096","Grandview2_CL_1_Cam_7","12/27/2022","White-tailed Deer",1
"4097","Grandview2_CL_1_Cam_7","12/27/2022","White-tailed Deer",1
"4098","Grandview2_CL_1_Cam_7","12/28/2022","Bird",1
"4099","Grandview2_CL_1_Cam_7","12/28/2022","Bird",1
"4100","Grandview2_CL_1_Cam_7","12/28/2022","Bird",1
"4101","Grandview2_CL_1_Cam_7","12/28/2022","Bird",1
"4102","Grandview2_CL_1_Cam_7","12/28/2022","Bird",1
"4103","Grandview2_CL_1_Cam_7","12/28/2022","Bird",1
"4104","Grandview2_CL_1_Cam_7","12/28/2022","Bird",1
"4105","Grandview2_CL_1_Cam_7","12/28/2022","Raccoon",3
"4106","Grandview2_CL_1_Cam_7","12/29/2022","Opossum",1
"4107","Grandview2_CL_1_Cam_7","12/29/2022","Bird",1
"4108","Grandview2_CL_1_Cam_7","12/29/2022","Bird",1
"4109","Grandview2_CL_1_Cam_7","12/29/2022","Bird",1
"4110","Grandview2_CL_1_Cam_7","12/29/2022","Bird",1
"4111","Grandview2_CL_1_Cam_7","12/29/2022","Fox Squirrel",1
"4112","Grandview2_CL_1_Cam_7","12/29/2022","Bird",1
"4113","Grandview2_CL_1_Cam_7","12/29/2022","Bird",1
"4114","Grandview2_CL_1_Cam_7","12/29/2022","Opossum",1
"4115","Grandview2_CL_1_Cam_7","12/29/2022","Raccoon",1
"4116","Grandview2_CL_1_Cam_7","12/29/2022","Raccoon",3
"4117","Grandview2_CL_1_Cam_7","12/30/2022","White-tailed Deer",2
"4118","Grandview2_CL_1_Cam_7","12/30/2022","Fox Squirrel",1
"4119","Grandview2_CL_1_Cam_7","12/30/2022","Bird",1
"4120","Grandview2_CL_1_Cam_7","12/30/2022","Bird",1
"4121","Grandview2_CL_1_Cam_7","12/30/2022","Bird",1
"4122","Grandview2_CL_1_Cam_7","12/30/2022","Bird",1
"4123","Grandview2_CL_1_Cam_7","12/30/2022","Bird",1
"4124","Grandview2_CL_1_Cam_7","12/30/2022","Bird",1
"4125","Grandview2_CL_1_Cam_7","12/30/2022","Bird",1
"4126","Grandview2_CL_1_Cam_7","12/30/2022","Bird",1
"4127","Grandview2_CL_1_Cam_7","12/31/2022","Raccoon",1
"4128","Grandview2_CL_1_Cam_7","12/31/2022","Armadillo",1
"4129","Grandview2_CL_1_Cam_7","12/31/2022","Bird",1
"4130","Grandview2_CL_1_Cam_7","12/31/2022","Bird",1
"4131","Grandview2_CL_1_Cam_7","12/31/2022","Bird",1
"4132","Grandview2_CL_1_Cam_7","12/31/2022","Raccoon",1
"4133","Grandview2_CL_1_Cam_7","12/31/2022","Wild Hog",2
"4134","Grandview2_CL_1_Cam_7","1/1/2023","White-tailed Deer",1
"4135","Grandview2_CL_1_Cam_7","1/1/2023","Raccoon",1
"4136","Grandview2_CL_1_Cam_7","1/1/2023","Armadillo",1
"4137","Grandview2_CL_1_Cam_7","1/1/2023","Bird",1
"4138","Grandview2_CL_1_Cam_7","1/1/2023","Bird",1
"4139","Grandview2_CL_1_Cam_7","1/1/2023","Raccoon",1
"4140","Grandview2_CL_1_Cam_7","1/2/2023","Raccoon",3
"4141","Grandview2_CL_1_Cam_7","1/2/2023","Raccoon",3
"4142","Grandview2_CL_1_Cam_7","1/2/2023","Raccoon",1
"4143","Grandview2_CL_1_Cam_7","1/2/2023","Raccoon",1
"4144","Grandview2_CL_1_Cam_7","1/2/2023","Raccoon",1
"4145","Grandview2_CL_1_Cam_7","1/2/2023","Opossum",1
"4146","Grandview2_CL_1_Cam_7","1/3/2023","Raccoon",3
"4147","Grandview2_CL_1_Cam_7","1/3/2023","Opossum",1
"4148","Grandview2_CL_1_Cam_7","1/3/2023","Raccoon",1
"4149","Grandview2_CL_1_Cam_7","1/4/2023","White-tailed Deer",1
"4150","Grandview2_CL_1_Cam_7","1/4/2023","Raccoon",1
"4151","Grandview2_CL_1_Cam_7","1/4/2023","Bird",1
"4152","Grandview2_CL_1_Cam_7","1/5/2023","Armadillo",1
"4153","Grandview2_CL_1_Cam_7","1/5/2023","Bird",1
"4154","Grandview2_CL_1_Cam_7","1/5/2023","Bird",1
"4155","Grandview2_CL_1_Cam_7","1/5/2023","Bird",1
"4156","Grandview2_CL_1_Cam_7","1/5/2023","Bird",1
"4157","Grandview2_CL_1_Cam_7","1/5/2023","Bird",1
"4158","Grandview2_CL_1_Cam_7","1/5/2023","Raccoon",1
"4159","Grandview2_CL_1_Cam_7","1/6/2023","Bird",2
"4160","Grandview2_CL_1_Cam_7","1/6/2023","Bird",2
"4161","Grandview2_CL_1_Cam_7","1/6/2023","Bird",1
"4162","Grandview2_CL_1_Cam_7","1/6/2023","Bird",1
"4163","Grandview2_CL_1_Cam_7","1/6/2023","Bird",2
"4164","Grandview2_CL_1_Cam_7","1/6/2023","Bird",1
"4165","Grandview2_CL_1_Cam_7","1/7/2023","Raccoon",1
"4166","Grandview2_CL_1_Cam_7","1/7/2023","Bird",1
"4167","Grandview2_CL_1_Cam_7","1/7/2023","Bird",1
"4168","Grandview2_CL_1_Cam_7","1/7/2023","Bird",1
"4169","Grandview2_CL_1_Cam_7","1/7/2023","Fox Squirrel",1
"4170","Grandview2_CL_1_Cam_7","1/7/2023","Bird",1
"4171","Grandview2_CL_1_Cam_7","1/7/2023","Bird",1
"4172","Grandview2_CL_1_Cam_7","1/7/2023","Bird",1
"4173","Grandview2_CL_1_Cam_7","1/7/2023","Bird",1
"4174","Grandview2_CL_1_Cam_7","1/7/2023","Bird",1
"4175","Grandview2_CL_1_Cam_7","1/7/2023","Wild Hog",1
"4176","Grandview2_CL_1_Cam_7","1/8/2023","Bird",1
"4177","Grandview2_CL_1_Cam_7","1/8/2023","Bird",1
"4178","Grandview2_CL_1_Cam_7","1/8/2023","Bird",1
"4179","Grandview2_CL_1_Cam_7","1/8/2023","Bird",1
"4180","Grandview2_CL_1_Cam_7","1/9/2023","White-tailed Deer",1
"4181","Grandview2_CL_1_Cam_7","1/9/2023","White-tailed Deer",1
"4182","Grandview2_CL_1_Cam_7","1/9/2023","Bird",1
"4183","Grandview2_CL_1_Cam_7","1/9/2023","Bird",1
"4184","Grandview2_CL_1_Cam_7","1/9/2023","Bird",1
"4185","Grandview2_CL_1_Cam_7","1/9/2023","Mouse",1
"4186","Grandview2_CL_1_Cam_7","1/10/2023","Bird",1
"4187","Grandview2_CL_1_Cam_7","1/10/2023","Bird",1
"4188","Grandview2_CL_1_Cam_7","1/10/2023","Bird",1
"4189","Grandview2_CL_1_Cam_7","1/10/2023","Bird",1
"4190","Grandview2_CL_1_Cam_7","1/10/2023","Bird",1
"4191","Grandview2_CL_1_Cam_7","1/10/2023","Bird",1
"4192","Grandview2_CL_1_Cam_7","1/10/2023","Bird",1
"4193","Grandview2_CL_1_Cam_7","1/10/2023","Bird",1
"4194","Grandview2_CL_1_Cam_7","1/10/2023","Mouse",1
"4195","Grandview2_CL_1_Cam_7","1/11/2023","Bird",1
"4196","Grandview2_CL_1_Cam_7","1/11/2023","Bird",1
"4197","Grandview2_CL_1_Cam_7","1/11/2023","Bird",1
"4198","Grandview2_CL_1_Cam_7","1/11/2023","Bird",1
"4199","Grandview2_CL_1_Cam_7","1/11/2023","Opossum",1
"4200","Grandview2_CL_1_Cam_7","1/11/2023","Mouse",1
"4201","Grandview2_CL_1_Cam_7","1/11/2023","Mouse",1
"4202","Grandview2_CL_1_Cam_7","1/12/2023","Bird",1
"4203","Grandview2_CL_1_Cam_7","1/12/2023","Mouse",1
"4204","Grandview2_CL_1_Cam_7","1/12/2023","Mouse",1
"4205","Grandview2_CL_1_Cam_7","1/13/2023","Raccoon",1
"4206","Grandview2_CL_1_Cam_7","1/13/2023","Fox Squirrel",1
"4207","Grandview2_CL_1_Cam_7","1/13/2023","Fox Squirrel",1
"4208","Grandview2_CL_1_Cam_7","1/13/2023","Bird",1
"4209","Grandview2_CL_1_Cam_7","1/13/2023","Bird",1
"4210","Grandview2_CL_1_Cam_7","1/13/2023","Bird",1
"4211","Grandview2_CL_1_Cam_7","1/13/2023","Bird",1
"4212","Grandview2_CL_1_Cam_7","1/13/2023","Bird",1
"4213","Grandview2_CL_1_Cam_7","1/13/2023","Bird",1
"4214","Grandview2_CL_1_Cam_7","1/13/2023","Bird",1
"4215","Grandview2_CL_1_Cam_7","1/13/2023","Bird",1
"4216","Grandview2_CL_1_Cam_7","1/13/2023","Mouse",1
"4217","Grandview2_CL_1_Cam_7","1/13/2023","Mouse",1
"4218","Grandview2_CL_1_Cam_7","1/13/2023","Mouse",1
"4219","Grandview2_CL_1_Cam_7","1/14/2023","Bird",3
"4220","Grandview2_CL_1_Cam_7","1/14/2023","Bird",3
"4221","Grandview2_CL_1_Cam_7","1/14/2023","Bird",1
"4222","Grandview2_CL_1_Cam_7","1/14/2023","Bird",1
"4223","Grandview2_CL_1_Cam_7","1/14/2023","Bird",1
"4224","Grandview2_CL_1_Cam_7","1/15/2023","Raccoon",1
"4225","Grandview2_CL_1_Cam_7","1/15/2023","Raccoon",1
"4226","Grandview2_CL_1_Cam_7","1/15/2023","Raccoon",1
"4227","Grandview2_CL_1_Cam_7","1/15/2023","Bird",1
"4228","Grandview2_CL_1_Cam_7","1/15/2023","Bird",1
"4229","Grandview2_CL_1_Cam_7","1/15/2023","Bird",1
"4230","Grandview2_CL_1_Cam_7","1/15/2023","Bird",1
"4231","Grandview2_CL_1_Cam_7","1/15/2023","Bird",1
"4232","Grandview2_CL_1_Cam_7","1/15/2023","Bird",1
"4233","Grandview2_CL_1_Cam_7","1/15/2023","Mouse",1
"4234","Grandview2_CL_1_Cam_7","1/15/2023","Mouse",1
"4235","Grandview2_CL_1_Cam_7","1/15/2023","Raccoon",1
"4236","Grandview2_CL_1_Cam_7","1/15/2023","Mouse",1
"4237","Grandview2_CL_1_Cam_7","1/15/2023","Raccoon",1
"4238","Grandview2_CL_1_Cam_7","1/15/2023","Mouse",1
"4239","Grandview2_CL_1_Cam_7","1/16/2023","Mouse",1
"4240","Grandview2_CL_1_Cam_7","1/16/2023","Mouse",1
"4241","Grandview2_CL_1_Cam_7","1/16/2023","Mouse",1
"4242","Grandview2_CL_1_Cam_7","1/16/2023","Mouse",1
"4243","Grandview2_CL_1_Cam_7","1/16/2023","Bird",1
"4244","Grandview2_CL_1_Cam_7","1/16/2023","Bird",3
"4245","Grandview2_CL_1_Cam_7","1/16/2023","Bird",2
"4246","Grandview2_CL_1_Cam_7","1/16/2023","Bird",1
"4247","Grandview2_CL_1_Cam_7","1/16/2023","Bird",1
"4248","Grandview2_CL_1_Cam_7","1/16/2023","Bird",1
"4249","Grandview2_CL_1_Cam_7","1/16/2023","White-tailed Deer",1
"4250","Grandview2_CL_1_Cam_7","1/16/2023","Wild Hog",1
"4251","Grandview2_CL_1_Cam_7","1/16/2023","Mouse",1
"4252","Grandview2_CL_1_Cam_7","1/17/2023","Raccoon",1
"4253","Grandview2_CL_1_Cam_7","1/17/2023","Raccoon",1
"4254","Grandview2_CL_1_Cam_7","1/17/2023","Bird",1
"4255","Grandview2_CL_1_Cam_7","1/17/2023","Bird",1
"4256","Grandview2_CL_1_Cam_7","1/17/2023","Fox Squirrel",1
"4257","Grandview2_CL_1_Cam_7","1/17/2023","Bird",1
"4258","Grandview2_CL_1_Cam_7","1/17/2023","Bird",1
"4259","Grandview2_CL_1_Cam_7","1/17/2023","Bird",1
"4260","Grandview2_CL_1_Cam_7","1/17/2023","Bird",1
"4261","Grandview2_CL_1_Cam_7","1/17/2023","Bird",1
"4262","Grandview2_CL_1_Cam_7","1/17/2023","Bird",1
"4263","Grandview2_CL_1_Cam_7","1/17/2023","Bird",1
"4264","Grandview2_CL_1_Cam_7","1/17/2023","Mouse",1
"4265","Grandview2_CL_1_Cam_7","1/17/2023","Mouse",1
"4266","Grandview2_CL_1_Cam_7","1/18/2023","Raccoon",1
"4267","Grandview2_CL_1_Cam_7","1/18/2023","Opossum",1
"4268","Grandview2_CL_1_Cam_7","1/18/2023","Bird",1
"4269","Grandview2_CL_1_Cam_7","1/18/2023","Bird",1
"4270","Grandview2_CL_1_Cam_7","1/18/2023","Mouse",1
"4271","Grandview2_CL_1_Cam_7","1/19/2023","Bird",1
"4272","Grandview2_CL_1_Cam_7","1/19/2023","Bird",1
"4273","Grandview2_CL_1_Cam_7","1/19/2023","Bird",1
"4274","Grandview2_CL_1_Cam_7","1/19/2023","Bird",1
"4275","Grandview2_CL_1_Cam_7","1/19/2023","Mouse",1
"4276","Grandview2_CL_1_Cam_7","1/20/2023","Raccoon",1
"4277","Grandview2_CL_1_Cam_7","1/20/2023","Bird",1
"4278","Grandview2_CL_1_Cam_7","1/20/2023","Bird",1
"4279","Grandview2_CL_1_Cam_7","1/20/2023","Mouse",1
"4280","Grandview2_CL_1_Cam_7","1/21/2023","Fox Squirrel",1
"4281","Grandview2_CL_1_Cam_7","1/21/2023","Bird",1
"4282","Grandview2_CL_1_Cam_7","1/21/2023","Mouse",1
"4283","Grandview2_CL_1_Cam_7","1/21/2023","Mouse",1
"4284","Grandview2_CL_1_Cam_7","1/21/2023","Mouse",1
"4285","Grandview2_CL_1_Cam_7","1/22/2023","Mouse",1
"4286","Grandview2_CL_1_Cam_7","1/22/2023","Mouse",1
"4287","Grandview2_CL_1_Cam_7","1/22/2023","Mouse",1
"4288","Grandview2_CL_1_Cam_7","1/22/2023","Mouse",1
"4289","Grandview2_CL_1_Cam_7","1/22/2023","Mouse",1
"4290","Grandview2_CL_1_Cam_7","1/23/2023","Mouse",1
"4291","Grandview2_CL_1_Cam_7","1/23/2023","Bird",1
"4292","Grandview2_CL_1_Cam_7","1/23/2023","Bird",1
"4293","Grandview2_CL_1_Cam_7","1/23/2023","Bird",1
"4294","Grandview2_CL_1_Cam_7","1/23/2023","Bird",1
"4295","Grandview2_CL_1_Cam_7","1/23/2023","Bird",1
"4296","Grandview2_CL_1_Cam_7","1/23/2023","Bird",1
"4297","Grandview2_CL_1_Cam_7","1/23/2023","Bird",1
"4298","Grandview2_CL_1_Cam_7","1/23/2023","White-tailed Deer",1
"4299","Grandview2_CL_1_Cam_7","1/23/2023","Mouse",1
"4300","Grandview2_CL_1_Cam_7","1/24/2023","Mouse",1
"4301","Grandview2_CL_1_Cam_7","1/24/2023","Mouse",1
"4302","Grandview2_CL_1_Cam_7","1/24/2023","Bird",1
"4303","Grandview2_CL_1_Cam_7","1/25/2023","Bird",1
"4304","Grandview2_CL_1_Cam_7","1/25/2023","Bird",1
"4305","Grandview2_CL_1_Cam_7","1/25/2023","Bird",1
"4306","Grandview2_CL_1_Cam_7","1/25/2023","Bird",1
"4307","Grandview2_CL_1_Cam_7","1/25/2023","Bird",1
"4308","Grandview2_CL_1_Cam_7","1/25/2023","Mouse",1
"4309","Grandview2_CL_1_Cam_7","1/25/2023","Mouse",1
"4310","Grandview2_CL_1_Cam_7","1/26/2023","Mouse",1
"4311","Grandview2_CL_1_Cam_7","1/26/2023","Bird",1
"4312","Grandview2_CL_1_Cam_7","1/26/2023","Bird",1
"4313","Grandview2_CL_1_Cam_7","1/27/2023","Mouse",1
"4314","Grandview2_CL_1_Cam_7","1/27/2023","White-tailed Deer",1
"4315","Grandview2_CL_1_Cam_7","1/27/2023","Bird",1
"4316","Grandview2_CL_1_Cam_7","1/27/2023","Bird",1
"4317","Grandview2_CL_1_Cam_7","1/27/2023","Bird",1
"4318","Grandview2_CL_1_Cam_7","1/27/2023","Bird",1
"4319","Grandview2_CL_1_Cam_7","1/27/2023","Bird",1
"4320","Grandview2_CL_1_Cam_7","1/27/2023","Bird",1
"4321","Grandview2_CL_1_Cam_7","1/28/2023","Mouse",1
"4322","Grandview2_CL_1_Cam_7","1/28/2023","Bird",1
"4323","Grandview2_CL_1_Cam_7","1/28/2023","Bird",1
"4324","Grandview2_CL_1_Cam_7","1/30/2023","Unknown",1
"4325","Grandview2_CL_1_Cam_7","1/30/2023","Bird",1
"4326","Grandview2_CL_1_Cam_7","1/30/2023","Fox Squirrel",1
"4327","Grandview2_CL_1_Cam_7","1/30/2023","Bird",1
"4328","Grandview2_CL_1_Cam_7","1/31/2023","Mouse",1
"4329","Grandview2_CL_1_Cam_7","1/31/2023","Bird",1
"4330","Grandview2_CL_1_Cam_7","2/1/2023","Bird",1
"4331","Grandview2_CL_1_Cam_7","2/1/2023","Bird",1
"4332","Grandview2_CL_1_Cam_7","2/1/2023","Bird",1
"4333","Grandview2_CL_1_Cam_7","2/1/2023","Fox Squirrel",1
"4334","Grandview2_CL_1_Cam_7","2/1/2023","Bird",1
"4335","Grandview2_CL_1_Cam_7","2/2/2023","Bird",1
"4336","Grandview2_CL_1_Cam_7","2/2/2023","Fox Squirrel",1
"4337","Grandview2_CL_1_Cam_7","2/2/2023","Bird",1
"4338","Grandview2_CL_1_Cam_7","2/2/2023","Bird",1
"4339","Grandview2_CL_1_Cam_7","2/2/2023","Bird",1
"4340","Grandview2_CL_1_Cam_7","2/2/2023","Bird",1
"4341","Grandview2_CL_1_Cam_7","2/3/2023","Bird",1
"4342","Grandview2_CL_1_Cam_7","2/3/2023","Bird",1
"4343","Grandview2_CL_1_Cam_7","2/3/2023","Bird",1
"4344","Grandview2_CL_1_Cam_7","2/3/2023","Fox Squirrel",1
"4345","Grandview2_CL_1_Cam_7","2/3/2023","Bird",1
"4346","Grandview2_CL_1_Cam_7","2/3/2023","Bird",1
"4347","Grandview2_CL_1_Cam_7","2/3/2023","White-tailed Deer",1
"4348","Grandview2_CL_1_Cam_7","2/4/2023","Bird",1
"4349","Grandview2_CL_1_Cam_7","2/4/2023","Bird",1
"4350","Grandview2_CL_1_Cam_8","11/4/2022","Cottontail",1
"4351","Grandview2_CL_1_Cam_8","11/4/2022","Cottontail",1
"4352","Grandview2_CL_1_Cam_8","11/5/2022","Rat",1
"4353","Grandview2_CL_1_Cam_8","11/5/2022","Opossum",1
"4354","Grandview2_CL_1_Cam_8","11/5/2022","Rat",1
"4355","Grandview2_CL_1_Cam_8","11/5/2022","Rat",1
"4356","Grandview2_CL_1_Cam_8","11/5/2022","Rat",1
"4357","Grandview2_CL_1_Cam_8","11/5/2022","Rat",1
"4358","Grandview2_CL_1_Cam_8","11/5/2022","Rat",1
"4359","Grandview2_CL_1_Cam_8","11/5/2022","Rat",1
"4360","Grandview2_CL_1_Cam_8","11/5/2022","Rat",1
"4361","Grandview2_CL_1_Cam_8","11/5/2022","Rat",1
"4362","Grandview2_CL_1_Cam_8","11/5/2022","Rat",1
"4363","Grandview2_CL_1_Cam_8","11/5/2022","Rat",1
"4364","Grandview2_CL_1_Cam_8","11/5/2022","Rat",1
"4365","Grandview2_CL_1_Cam_8","11/5/2022","Rat",1
"4366","Grandview2_CL_1_Cam_8","11/5/2022","Rat",1
"4367","Grandview2_CL_1_Cam_8","11/5/2022","Rat",1
"4368","Grandview2_CL_1_Cam_8","11/5/2022","Rat",1
"4369","Grandview2_CL_1_Cam_8","11/5/2022","Rat",1
"4370","Grandview2_CL_1_Cam_8","11/5/2022","Rat",1
"4371","Grandview2_CL_1_Cam_8","11/5/2022","Fox Squirrel",1
"4372","Grandview2_CL_1_Cam_8","11/5/2022","Fox Squirrel",1
"4373","Grandview2_CL_1_Cam_8","11/5/2022","Armadillo",1
"4374","Grandview2_CL_1_Cam_8","11/5/2022","Opossum",1
"4375","Grandview2_CL_1_Cam_8","11/6/2022","Opossum",1
"4376","Grandview2_CL_1_Cam_8","11/6/2022","Rat",1
"4377","Grandview2_CL_1_Cam_8","11/6/2022","Rat",1
"4378","Grandview2_CL_1_Cam_8","11/6/2022","Raccoon",1
"4379","Grandview2_CL_1_Cam_8","11/6/2022","Rat",1
"4380","Grandview2_CL_1_Cam_8","11/6/2022","Rat",1
"4381","Grandview2_CL_1_Cam_8","11/6/2022","Rat",1
"4382","Grandview2_CL_1_Cam_8","11/6/2022","Rat",1
"4383","Grandview2_CL_1_Cam_8","11/6/2022","Rat",1
"4384","Grandview2_CL_1_Cam_8","11/6/2022","Rat",1
"4385","Grandview2_CL_1_Cam_8","11/6/2022","Fox Squirrel",1
"4386","Grandview2_CL_1_Cam_8","11/6/2022","Fox Squirrel",1
"4387","Grandview2_CL_1_Cam_8","11/6/2022","Fox Squirrel",1
"4388","Grandview2_CL_1_Cam_8","11/6/2022","Fox Squirrel",1
"4389","Grandview2_CL_1_Cam_8","11/6/2022","Rat",1
"4390","Grandview2_CL_1_Cam_8","11/6/2022","Rat",1
"4391","Grandview2_CL_1_Cam_8","11/6/2022","Rat",1
"4392","Grandview2_CL_1_Cam_8","11/6/2022","Rat",1
"4393","Grandview2_CL_1_Cam_8","11/6/2022","Opossum",1
"4394","Grandview2_CL_1_Cam_8","11/6/2022","Opossum",1
"4395","Grandview2_CL_1_Cam_8","11/7/2022","Rat",1
"4396","Grandview2_CL_1_Cam_8","11/7/2022","Cottontail",1
"4397","Grandview2_CL_1_Cam_8","11/7/2022","Rat",1
"4398","Grandview2_CL_1_Cam_8","11/7/2022","Rat",1
"4399","Grandview2_CL_1_Cam_8","11/7/2022","Cottontail",1
"4400","Grandview2_CL_1_Cam_8","11/7/2022","Fox Squirrel",1
"4401","Grandview2_CL_1_Cam_8","11/7/2022","Fox Squirrel",1
"4402","Grandview2_CL_1_Cam_8","11/7/2022","Fox Squirrel",1
"4403","Grandview2_CL_1_Cam_8","11/7/2022","Fox Squirrel",1
"4404","Grandview2_CL_1_Cam_8","11/7/2022","Fox Squirrel",1
"4405","Grandview2_CL_1_Cam_8","11/7/2022","Armadillo",1
"4406","Grandview2_CL_1_Cam_8","11/7/2022","Rat",1
"4407","Grandview2_CL_1_Cam_8","11/7/2022","Rat",1
"4408","Grandview2_CL_1_Cam_8","11/7/2022","Armadillo",1
"4409","Grandview2_CL_1_Cam_8","11/7/2022","Armadillo",1
"4410","Grandview2_CL_1_Cam_8","11/7/2022","Rat",1
"4411","Grandview2_CL_1_Cam_8","11/8/2022","Opossum",1
"4412","Grandview2_CL_1_Cam_8","11/8/2022","Cottontail",1
"4413","Grandview2_CL_1_Cam_8","11/8/2022","Rat",1
"4414","Grandview2_CL_1_Cam_8","11/8/2022","Fox Squirrel",1
"4415","Grandview2_CL_1_Cam_8","11/8/2022","Fox Squirrel",1
"4416","Grandview2_CL_1_Cam_8","11/8/2022","White-tailed Deer",1
"4417","Grandview2_CL_1_Cam_8","11/8/2022","Rat",1
"4418","Grandview2_CL_1_Cam_8","11/8/2022","Opossum",1
"4419","Grandview2_CL_1_Cam_8","11/8/2022","Rat",1
"4420","Grandview2_CL_1_Cam_8","11/8/2022","Rat",1
"4421","Grandview2_CL_1_Cam_8","11/8/2022","Rat",1
"4422","Grandview2_CL_1_Cam_8","11/8/2022","Armadillo",1
"4423","Grandview2_CL_1_Cam_8","11/9/2022","Raccoon",1
"4424","Grandview2_CL_1_Cam_8","11/9/2022","Rat",1
"4425","Grandview2_CL_1_Cam_8","11/9/2022","Fox Squirrel",1
"4426","Grandview2_CL_1_Cam_8","11/9/2022","Rat",1
"4427","Grandview2_CL_1_Cam_8","11/9/2022","Rat",1
"4428","Grandview2_CL_1_Cam_8","11/9/2022","Rat",1
"4429","Grandview2_CL_1_Cam_8","11/9/2022","Armadillo",1
"4430","Grandview2_CL_1_Cam_8","11/9/2022","Rat",1
