Camera.ID,Date,Species,Number,Week,Survey
Grandview2_CL_1_Cam_15,12/21/2022,Bird,2,52,8
Grandview2_CL_1_Cam_15,12/21/2022,Bird,3,52,8
Grandview2_CL_1_Cam_15,12/21/2022,Bird,1,52,8
Grandview2_CL_1_Cam_2,12/21/2022,Bird,1,52,8
Grandview2_CL_1_Cam_2,12/21/2022,Bird,1,52,8
Grandview2_CL_1_Cam_2,12/21/2022,Bird,1,52,8
Grandview2_CL_1_Cam_2,12/21/2022,White-tailed Deer,1,52,8
Grandview2_CL_1_Cam_2,12/21/2022,Mouse,1,52,8
Grandview2_CL_1_Cam_4,12/21/2022,Mouse,1,52,8
Grandview2_CL_1_Cam_4,12/21/2022,Raccoon,1,52,8
Grandview2_CL_1_Cam_4,12/21/2022,Raccoon,1,52,8
Grandview2_CL_1_Cam_7,12/21/2022,Raccoon,2,52,8
Grandview2_CL_1_Cam_7,12/21/2022,Raccoon,2,52,8
Grandview2_CL_1_Cam_7,12/21/2022,Raccoon,3,52,8
Grandview2_CL_1_Cam_7,12/21/2022,Raccoon,1,52,8
Grandview2_CL_1_Cam_7,12/21/2022,Bird,1,52,8
Grandview2_CL_1_Cam_7,12/21/2022,Bird,6,52,8
Grandview2_CL_1_Cam_7,12/21/2022,Bird,9,52,8
Grandview2_CL_1_Cam_7,12/21/2022,Bird,7,52,8
Grandview2_CL_1_Cam_7,12/21/2022,Bird,1,52,8
Grandview2_CL_1_Cam_7,12/21/2022,Bird,1,52,8
Grandview2_CL_1_Cam_7,12/21/2022,Bird,1,52,8
Grandview2_CL_1_Cam_7,12/21/2022,Bird,1,52,8
Grandview2_CL_1_Cam_7,12/21/2022,Bird,1,52,8
Grandview2_CL_1_Cam_7,12/21/2022,Bird,3,52,8
Grandview2_CL_1_Cam_7,12/21/2022,Bird,1,52,8
Grandview2_CL_1_Cam_7,12/21/2022,Bird,1,52,8
Grandview2_CL_1_Cam_7,12/21/2022,Bird,5,52,8
Grandview2_CL_1_Cam_7,12/21/2022,Bird,1,52,8
Grandview2_CL_1_Cam_7,12/21/2022,Raccoon,1,52,8
Grandview2_CL_1_Cam_7,12/21/2022,Raccoon,2,52,8
Grandview2_CL_1_Cam_8,12/21/2022,Rat,1,52,8
Grandview2_CL_1_Cam_8,12/21/2022,Rat,1,52,8
Grandview2_CL_1_Cam_8,12/21/2022,Rat,1,52,8
Grandview2_CL_1_Cam_8,12/21/2022,Cottontail,1,52,8
Grandview2_CL_1_Cam_8,12/21/2022,Cottontail,1,52,8
Grandview2_CL_1_Cam_8,12/21/2022,Rat,1,52,8
Grandview2_CL_1_Cam_8,12/21/2022,Opossum,1,52,8
Grandview2_CL_1_Cam_8,12/21/2022,Bobcat,1,52,8
Grandview2_CL_1_Cam_9,12/21/2022,Mouse,1,52,8
Grandview2_CL_1_Cam_9,12/21/2022,Bird,1,52,8
Grandview2_CL_1_Cam_9,12/21/2022,Bird,1,52,8
Nacatoch2_CL_1_Cam_2,12/21/2022,Armadillo,1,52,8
Nacatoch2_CL_1_Cam_3,12/21/2022,Gray Fox,1,52,8
Nacatoch2_CL_1_Cam_3,12/21/2022,Gray Squirrel,1,52,8
Nacatoch2_CL_1_Cam_3,12/21/2022,Raccoon,1,52,8
Nacatoch2_CL_1_Cam_4,12/21/2022,Bobcat,1,52,8
Nacatoch2_CL_1_Cam_4,12/21/2022,White-tailed Deer,1,52,8
Nacatoch2_CL_1_Cam_4,12/21/2022,White-tailed Deer,1,52,8
Nacatoch2_CL_1_Cam_5,12/21/2022,White-tailed Deer,1,52,8
Palmetto_CL_1_Cam_6,12/21/2022,White-tailed Deer,1,52,8
Research_CL_1_Cam_1,12/21/2022,Coyote,1,52,8
Research_CL_1_Cam_1,12/21/2022,Cottontail,1,52,8
Research_CL_1_Cam_1,12/21/2022,White-tailed Deer,1,52,8
Research_CL_1_Cam_1,12/21/2022,Cottontail,1,52,8
Research_CL_1_Cam_1,12/21/2022,Cottontail,1,52,8
Research_CL_1_Cam_1,12/21/2022,Coyote,1,52,8
Research_CL_1_Cam_2,12/21/2022,Armadillo,1,52,8
Research_CL_1_Cam_2,12/21/2022,Coyote,1,52,8
Research_CL_1_Cam_5,12/21/2022,White-tailed Deer,2,52,8
Research_CL_1_Cam_5,12/21/2022,Cottontail,1,52,8
Research_CL_1_Cam_5,12/21/2022,Cottontail,1,52,8
Research_CL_1_Cam_5,12/21/2022,Armadillo,1,52,8
Sandhills2_CL_1_Cam_1,12/21/2022,Flying Squirrel,1,52,8
Sandhills2_CL_1_Cam_6,12/21/2022,White-tailed Deer,1,52,8
Sandhills2_CL_1_Cam_5,12/21/2022,Gray Squirrel,1,52,8
Sandhills2_CL_1_Cam_5,12/21/2022,Gray Squirrel,1,52,8
Sandhills2_CL_1_Cam_5,12/21/2022,Gray Squirrel,1,52,8
Sandhills2_CL_1_Cam_5,12/21/2022,Gray Squirrel,1,52,8
Sandhills2_CL_1_Cam_5,12/21/2022,Gray Squirrel,1,52,8
Saratoga2_CL_1_Cam_3,12/21/2022,Raccoon,1,52,8
Saratoga2_CL_1_Cam_3,12/21/2022,Gray Fox,1,52,8
Saratoga2_CL_1_Cam_4,12/21/2022,White-tailed Deer,2,52,8
Saratoga2_CL_1_Cam_5,12/21/2022,Gray Fox,1,52,8
Saratoga2_CL_1_Cam_5,12/21/2022,White-tailed Deer,1,52,8
Saratoga2_CL_1_Cam_5,12/21/2022,Gray Squirrel,1,52,8
Stone2_CL_1_Cam_2,12/21/2022,Gray Squirrel,1,52,8
Stone2_CL_1_Cam_2,12/21/2022,Gray Squirrel,1,52,8
Stone2_CL_1_Cam_2,12/21/2022,Gray Squirrel,1,52,8
Stone2_CL_1_Cam_2,12/21/2022,Gray Squirrel,1,52,8
Stone2_CL_1_Cam_2,12/21/2022,Mouse,1,52,8
Stone2_CL_1_Cam_6,12/21/2022,White-tailed Deer,1,52,8
195B,12/22/2022,Mouse,1,52,8
201B,12/22/2022,White-tailed Deer,1,52,8
202B,12/22/2022,White-tailed Deer,1,52,8
202B,12/22/2022,Gray Squirrel,1,52,8
219B,12/22/2022,Grey Fox,1,52,8
219B,12/22/2022,Gray Squirrel,1,52,8
21B,12/22/2022,White-tailed Deer,1,52,8
21B,12/22/2022,Grey Fox,1,52,8
21B,12/22/2022,White-tailed Deer,1,52,8
222B,12/22/2022,White-tailed Deer,1,52,8
222B,12/22/2022,Gray Squirrel,1,52,8
30B,12/22/2022,Bobcat,1,52,8
34D,12/22/2022,Raccoon,1,52,8
34D,12/22/2022,Gray Squirrel,1,52,8
34D,12/22/2022,Gray Squirrel,1,52,8
39B,12/22/2022,White-tailed Deer,1,52,8
39B,12/22/2022,White-tailed Deer,1,52,8
39B,12/22/2022,White-tailed Deer,1,52,8
55B,12/22/2022,Gray Squirrel,1,52,8
55B,12/22/2022,Gray Squirrel,1,52,8
64B,12/22/2022,White-tailed Deer,1,52,8
64B,12/22/2022,White-tailed Deer,1,52,8
71B,12/22/2022,White-tailed Deer,1,52,8
85B,12/22/2022,Armadillo,1,52,8
92B,12/22/2022,Cottontail,1,52,8
92B,12/22/2022,Bird,1,52,8
Grandview2_CL_1_Cam_12,12/22/2022,Fox Squirrel,1,52,8
Grandview2_CL_1_Cam_12,12/22/2022,Fox Squirrel,1,52,8
Grandview2_CL_1_Cam_12,12/22/2022,Fox Squirrel,1,52,8
Grandview2_CL_1_Cam_13,12/22/2022,Mouse,1,52,8
Grandview2_CL_1_Cam_13,12/22/2022,Striped Skunk,1,52,8
Grandview2_CL_1_Cam_13,12/22/2022,Bird,1,52,8
Grandview2_CL_1_Cam_14,12/22/2022,White-tailed Deer,1,52,8
Grandview2_CL_1_Cam_15,12/22/2022,Bird,1,52,8
Grandview2_CL_1_Cam_15,12/22/2022,White-tailed Deer,1,52,8
Grandview2_CL_1_Cam_15,12/22/2022,White-tailed Deer,1,52,8
Grandview2_CL_1_Cam_1,12/22/2022,Striped Skunk,1,52,8
Grandview2_CL_1_Cam_2,12/22/2022,Raccoon,1,52,8
Grandview2_CL_1_Cam_3,12/22/2022,Fox Squirrel,1,52,8
Grandview2_CL_1_Cam_3,12/22/2022,Fox Squirrel,1,52,8
Grandview2_CL_1_Cam_7,12/22/2022,Raccoon,1,52,8
Grandview2_CL_1_Cam_7,12/22/2022,Raccoon,1,52,8
Grandview2_CL_1_Cam_7,12/22/2022,Bird,1,52,8
Grandview2_CL_1_Cam_7,12/22/2022,Bird,1,52,8
Grandview2_CL_1_Cam_7,12/22/2022,Bird,1,52,8
Grandview2_CL_1_Cam_7,12/22/2022,Bird,1,52,8
Grandview2_CL_1_Cam_7,12/22/2022,Bird,1,52,8
Grandview2_CL_1_Cam_7,12/22/2022,Bird,1,52,8
Grandview2_CL_1_Cam_7,12/22/2022,Bird,1,52,8
Grandview2_CL_1_Cam_8,12/22/2022,Bird,1,52,8
Grandview2_CL_1_Cam_8,12/22/2022,Bird,1,52,8
Grandview2_CL_1_Cam_8,12/22/2022,Cottontail,1,52,8
Grandview2_CL_1_Cam_9,12/22/2022,Striped Skunk,1,52,8
Nacatoch2_CL_1_Cam_1,12/22/2022,Opossum,1,52,8
Nacatoch2_CL_1_Cam_1,12/22/2022,White-tailed Deer,1,52,8
Nacatoch2_CL_1_Cam_3,12/22/2022,Raccoon,1,52,8
Nacatoch2_CL_1_Cam_3,12/22/2022,Gray Squirrel,1,52,8
Nacatoch2_CL_1_Cam_4,12/22/2022,White-tailed Deer,1,52,8
Nacatoch2_CL_1_Cam_4,12/22/2022,White-tailed Deer,1,52,8
Palmetto_CL_1_Cam_5,12/22/2022,White-tailed Deer,1,52,8
Research_CL_1_Cam_1,12/22/2022,Opossum,1,52,8
Research_CL_1_Cam_1,12/22/2022,Raccoon,1,52,8
Research_CL_1_Cam_1,12/22/2022,White-tailed Deer,1,52,8
Research_CL_1_Cam_1,12/22/2022,White-tailed Deer,2,52,8
Research_CL_1_Cam_2,12/22/2022,Raccoon,1,52,8
Research_CL_1_Cam_5,12/22/2022,Cottontail,1,52,8
Research_CL_1_Cam_7,12/22/2022,Striped Skunk,1,52,8
Sandhills2_CL_1_Cam_4,12/22/2022,Coyote,1,52,8
Sandhills2_CL_1_Cam_5,12/22/2022,Coyote,1,52,8
Saratoga2_CL_1_Cam_1,12/22/2022,White-tailed Deer,1,52,8
Saratoga2_CL_1_Cam_1,12/22/2022,White-tailed Deer,1,52,8
Saratoga2_CL_1_Cam_4,12/22/2022,White-tailed Deer,1,52,8
Saratoga2_CL_1_Cam_6,12/22/2022,White-tailed Deer,1,52,8
Stone2_CL_1_Cam_2,12/22/2022,Gray Squirrel,1,52,8
Stone2_CL_1_Cam_3,12/22/2022,White-tailed Deer,1,52,8
Stone2_CL_1_Cam_4,12/22/2022,White-tailed Deer,1,52,8
Stone2_CL_1_Cam_4,12/22/2022,White-tailed Deer,1,52,8
Stone2_CL_1_Cam_6,12/22/2022,White-tailed Deer,1,52,8
206B,12/23/2022,White-tailed Deer,1,52,8
222B,12/23/2022,Gray Squirrel,1,52,8
27B,12/23/2022,Gray Squirrel,1,52,8
34D,12/23/2022,Gray Squirrel,1,52,8
64B,12/23/2022,Coyote,1,52,8
82B,12/23/2022,Gray Squirrel,1,52,8
82B,12/23/2022,Gray Squirrel,1,52,8
82B,12/23/2022,Gray Squirrel,1,52,8
82B,12/23/2022,Gray Squirrel,1,52,8
82B,12/23/2022,Gray Squirrel,1,52,8
Grandview2_CL_1_Cam_11,12/23/2022,Bird,1,52,8
Grandview2_CL_1_Cam_12,12/23/2022,Mouse,1,52,8
Grandview2_CL_1_Cam_14,12/23/2022,Fox Squirrel,1,52,8
Grandview2_CL_1_Cam_3,12/23/2022,Fox Squirrel,1,52,8
Grandview2_CL_1_Cam_7,12/23/2022,Bird,1,52,8
Grandview2_CL_1_Cam_7,12/23/2022,Bird,1,52,8
Grandview2_CL_1_Cam_7,12/23/2022,Bird,1,52,8
Grandview2_CL_1_Cam_7,12/23/2022,Bird,1,52,8
Grandview2_CL_1_Cam_7,12/23/2022,Bird,1,52,8
Grandview2_CL_1_Cam_7,12/23/2022,White-tailed Deer,1,52,8
Grandview2_CL_1_Cam_8,12/23/2022,Bird,1,52,8
Grandview2_CL_1_Cam_9,12/23/2022,Bird,1,52,8
Grandview2_CL_1_Cam_9,12/23/2022,Mouse,1,52,8
Nacatoch2_CL_1_Cam_4,12/23/2022,White-tailed Deer,1,52,8
Nacatoch2_CL_1_Cam_4,12/23/2022,Bobcat,2,52,8
Nacatoch2_CL_1_Cam_4,12/23/2022,White-tailed Deer,1,52,8
Nacatoch2_CL_1_Cam_4,12/23/2022,White-tailed Deer,1,52,8
Nacatoch2_CL_1_Cam_4,12/23/2022,White-tailed Deer,1,52,8
Nacatoch2_CL_1_Cam_5,12/23/2022,White-tailed Deer,1,52,8
Nacatoch2_CL_1_Cam_5,12/23/2022,White-tailed Deer,1,52,8
Nacatoch2_CL_1_Cam_5,12/23/2022,White-tailed Deer,1,52,8
Palmetto_CL_1_Cam_3,12/23/2022,Wild Hog,1,52,8
Palmetto_CL_1_Cam_6,12/23/2022,Coyote,1,52,8
Research_CL_1_Cam_1,12/23/2022,White-tailed Deer,6,52,8
Research_CL_1_Cam_1,12/23/2022,White-tailed Deer,1,52,8
Research_CL_1_Cam_1,12/23/2022,White-tailed Deer,1,52,8
Research_CL_1_Cam_1,12/23/2022,White-tailed Deer,1,52,8
Research_CL_1_Cam_2,12/23/2022,Armadillo,1,52,8
Research_CL_1_Cam_2,12/23/2022,Coyote,1,52,8
Research_CL_1_Cam_5,12/23/2022,Mouse,1,52,8
Research_CL_1_Cam_8,12/23/2022,Gray Fox,1,52,8
Sandhills2_CL_1_Cam_6,12/23/2022,White-tailed Deer,1,52,8
Sandhills2_CL_1_Cam_6,12/23/2022,White-tailed Deer,1,52,8
Saratoga2_CL_1_Cam_3,12/23/2022,White-tailed Deer,1,52,8
Saratoga2_CL_1_Cam_3,12/23/2022,White-tailed Deer,1,52,8
Saratoga2_CL_1_Cam_3,12/23/2022,White-tailed Deer,1,52,8
Saratoga2_CL_1_Cam_3,12/23/2022,White-tailed Deer,1,52,8
Saratoga2_CL_1_Cam_3,12/23/2022,White-tailed Deer,1,52,8
Saratoga2_CL_1_Cam_4,12/23/2022,White-tailed Deer,1,52,8
Saratoga2_CL_1_Cam_4,12/23/2022,White-tailed Deer,1,52,8
Saratoga2_CL_1_Cam_4,12/23/2022,White-tailed Deer,1,52,8
Saratoga2_CL_1_Cam_4,12/23/2022,White-tailed Deer,1,52,8
Saratoga2_CL_1_Cam_5,12/23/2022,Gray Squirrel,1,52,8
Saratoga2_CL_1_Cam_5,12/23/2022,Gray Squirrel,1,52,8
Saratoga2_CL_1_Cam_5,12/23/2022,Gray Squirrel,1,52,8
Saratoga2_CL_1_Cam_5,12/23/2022,Gray Squirrel,1,52,8
Stone2_CL_1_Cam_2,12/23/2022,Gray Squirrel,1,52,8
Stone2_CL_1_Cam_4,12/23/2022,White-tailed Deer,1,52,8
Stone2_CL_1_Cam_4,12/23/2022,White-tailed Deer,1,52,8
Stone2_CL_1_Cam_5,12/23/2022,White-tailed Deer,1,52,8
205A,12/24/2022,White-tailed Deer,1,52,8
15B,12/24/2022,Gray Squirrel,1,52,8
15B,12/24/2022,Gray Squirrel,1,52,8
15B,12/24/2022,Gray Squirrel,1,52,8
199B,12/24/2022,Grey Fox,1,52,8
204B,12/24/2022,Gray Squirrel,1,52,8
20B,12/24/2022,Gray Squirrel,1,52,8
219B,12/24/2022,Grey Fox,1,52,8
21B,12/24/2022,Gray Squirrel,1,52,8
21B,12/24/2022,Gray Squirrel,1,52,8
21B,12/24/2022,Gray Squirrel,1,52,8
222B,12/24/2022,Gray Squirrel,1,52,8
222B,12/24/2022,Gray Squirrel,1,52,8
27B,12/24/2022,Gray Squirrel,1,52,8
30B,12/24/2022,Gray Squirrel,1,52,8
30B,12/24/2022,Gray Squirrel,1,52,8
34D,12/24/2022,Gray Squirrel,1,52,8
34D,12/24/2022,Gray Squirrel,1,52,8
49B,12/24/2022,Gray Squirrel,1,52,8
49B,12/24/2022,Armadillo,1,52,8
64B,12/24/2022,Gray Squirrel,1,52,8
64B,12/24/2022,Gray Squirrel,1,52,8
64B,12/24/2022,Gray Squirrel,1,52,8
64B,12/24/2022,Coyote,1,52,8
64B,12/24/2022,Coyote,1,52,8
67B,12/24/2022,White-tailed Deer,1,52,8
82B,12/24/2022,Gray Squirrel,1,52,8
82B,12/24/2022,Gray Squirrel,1,52,8
82B,12/24/2022,Gray Squirrel,1,52,8
85B,12/24/2022,White-tailed Deer,1,52,8
90B,12/24/2022,White-tailed Deer,1,52,8
90B,12/24/2022,Bobcat,1,52,8
Grandview2_CL_1_Cam_10,12/24/2022,Raccoon,1,52,8
Grandview2_CL_1_Cam_11,12/24/2022,Bird,1,52,8
Grandview2_CL_1_Cam_11,12/24/2022,Bird,1,52,8
Grandview2_CL_1_Cam_14,12/24/2022,Fox Squirrel,2,52,8
Grandview2_CL_1_Cam_14,12/24/2022,Fox Squirrel,1,52,8
Grandview2_CL_1_Cam_14,12/24/2022,Fox Squirrel,1,52,8
Grandview2_CL_1_Cam_14,12/24/2022,Gray Squirrel,1,52,8
Grandview2_CL_1_Cam_14,12/24/2022,Raccoon,2,52,8
Grandview2_CL_1_Cam_14,12/24/2022,White-tailed Deer,1,52,8
Grandview2_CL_1_Cam_15,12/24/2022,Armadillo,1,52,8
Grandview2_CL_1_Cam_3,12/24/2022,Bird,1,52,8
Grandview2_CL_1_Cam_7,12/24/2022,Coyote,1,52,8
Grandview2_CL_1_Cam_7,12/24/2022,Bird,1,52,8
Grandview2_CL_1_Cam_7,12/24/2022,Bird,1,52,8
Grandview2_CL_1_Cam_7,12/24/2022,Bird,1,52,8
Grandview2_CL_1_Cam_7,12/24/2022,Bird,1,52,8
Grandview2_CL_1_Cam_7,12/24/2022,Opossum,1,52,8
Grandview2_CL_1_Cam_8,12/24/2022,Bird,1,52,8
Grandview2_CL_1_Cam_8,12/24/2022,Rat,1,52,8
Grandview2_CL_1_Cam_8,12/24/2022,Rat,1,52,8
Grandview2_CL_1_Cam_9,12/24/2022,Bird,1,52,8
Grandview2_CL_1_Cam_9,12/24/2022,Bird,1,52,8
Grandview2_CL_1_Cam_9,12/24/2022,Bird,1,52,8
Grandview2_CL_1_Cam_9,12/24/2022,Bird,1,52,8
Grandview2_CL_1_Cam_9,12/24/2022,Bird,1,52,8
Grandview2_CL_1_Cam_9,12/24/2022,Bird,1,52,8
Grandview2_CL_1_Cam_9,12/24/2022,Bird,1,52,8
Grandview2_CL_1_Cam_9,12/24/2022,Bird,1,52,8
Grandview2_CL_1_Cam_9,12/24/2022,Bird,1,52,8
Grandview2_CL_1_Cam_9,12/24/2022,Bird,1,52,8
Grandview2_CL_1_Cam_9,12/24/2022,Bird,1,52,8
Nacatoch2_CL_1_Cam_1,12/24/2022,Gray Squirrel,1,52,8
Palmetto_CL_1_Cam_3,12/24/2022,Wild Hog,1,52,8
Palmetto_CL_1_Cam_3,12/24/2022,Wild Hog,1,52,8
Research_CL_1_Cam_1,12/24/2022,Coyote,1,52,8
Research_CL_1_Cam_1,12/24/2022,Cottontail,1,52,8
Research_CL_1_Cam_1,12/24/2022,Armadillo,1,52,8
Research_CL_1_Cam_2,12/24/2022,Gray Fox,1,52,8
Research_CL_1_Cam_2,12/24/2022,Armadillo,1,52,8
Research_CL_1_Cam_5,12/24/2022,Mouse,1,52,8
Research_CL_1_Cam_5,12/24/2022,Mouse,1,52,8
Research_CL_1_Cam_5,12/24/2022,Bird,1,52,8
Research_CL_1_Cam_5,12/24/2022,Bird,1,52,8
Research_CL_1_Cam_8,12/24/2022,Coyote,1,52,8
Research_CL_1_Cam_8,12/24/2022,White-tailed Deer,1,52,8
Research_CL_1_Cam_8,12/24/2022,White-tailed Deer,1,52,8
Sandhills2_CL_1_Cam_4,12/24/2022,Gray Squirrel,1,52,8
Sandhills2_CL_1_Cam_6,12/24/2022,White-tailed Deer,1,52,8
Saratoga2_CL_1_Cam_2,12/24/2022,Bird,1,52,8
Saratoga2_CL_1_Cam_4,12/24/2022,White-tailed Deer,2,52,8
Saratoga2_CL_1_Cam_5,12/24/2022,Gray Squirrel,1,52,8
Saratoga2_CL_1_Cam_5,12/24/2022,White-tailed Deer,1,52,8
Stone2_CL_1_Cam_2,12/24/2022,Gray Squirrel,1,52,8
Stone2_CL_1_Cam_2,12/24/2022,Gray Squirrel,1,52,8
Stone2_CL_1_Cam_2,12/24/2022,Gray Squirrel,1,52,8
Stone2_CL_1_Cam_2,12/24/2022,Gray Squirrel,1,52,8
Stone2_CL_1_Cam_2,12/24/2022,Gray Squirrel,1,52,8
Stone2_CL_1_Cam_4,12/24/2022,White-tailed Deer,2,52,8
Stone2_CL_1_Cam_4,12/24/2022,White-tailed Deer,1,52,8
15B,12/25/2022,Gray Squirrel,1,53,9
15B,12/25/2022,Gray Squirrel,1,53,9
15B,12/25/2022,Gray Squirrel,1,53,9
15B,12/25/2022,Gray Squirrel,1,53,9
195B,12/25/2022,Grey Fox,1,53,9
198B,12/25/2022,Gray Squirrel,1,53,9
199B,12/25/2022,Armadillo,1,53,9
204B,12/25/2022,Gray Squirrel,1,53,9
214B,12/25/2022,Gray Squirrel,1,53,9
215B,12/25/2022,Grey Fox,1,53,9
21B,12/25/2022,Gray Squirrel,1,53,9
21B,12/25/2022,Gray Squirrel,1,53,9
222B,12/25/2022,Gray Squirrel,1,53,9
222B,12/25/2022,Gray Squirrel,1,53,9
222B,12/25/2022,Gray Squirrel,1,53,9
34D,12/25/2022,Gray Squirrel,1,53,9
34D,12/25/2022,Gray Squirrel,1,53,9
34D,12/25/2022,Gray Squirrel,1,53,9
34D,12/25/2022,Gray Squirrel,1,53,9
39B,12/25/2022,White-tailed Deer,1,53,9
39B,12/25/2022,Grey Fox,1,53,9
49B,12/25/2022,Gray Squirrel,1,53,9
82B,12/25/2022,Gray Squirrel,1,53,9
82B,12/25/2022,Gray Squirrel,1,53,9
82B,12/25/2022,Gray Squirrel,1,53,9
82B,12/25/2022,Gray Squirrel,1,53,9
85B,12/25/2022,Armadillo,1,53,9
88B,12/25/2022,White-tailed Deer,1,53,9
Grandview2_CL_1_Cam_10,12/25/2022,Raccoon,1,53,9
Grandview2_CL_1_Cam_12,12/25/2022,Bird,1,53,9
Grandview2_CL_1_Cam_13,12/25/2022,Bobcat,1,53,9
Grandview2_CL_1_Cam_14,12/25/2022,Coyote,1,53,9
Grandview2_CL_1_Cam_14,12/25/2022,Fox Squirrel,1,53,9
Grandview2_CL_1_Cam_14,12/25/2022,White-tailed Deer,1,53,9
Grandview2_CL_1_Cam_14,12/25/2022,Opossum,1,53,9
Grandview2_CL_1_Cam_14,12/25/2022,Raccoon,1,53,9
Grandview2_CL_1_Cam_15,12/25/2022,Bird,1,53,9
Grandview2_CL_1_Cam_15,12/25/2022,Bird,1,53,9
Grandview2_CL_1_Cam_7,12/25/2022,White-tailed Deer,1,53,9
Grandview2_CL_1_Cam_7,12/25/2022,White-tailed Deer,1,53,9
Grandview2_CL_1_Cam_7,12/25/2022,Bird,1,53,9
Grandview2_CL_1_Cam_7,12/25/2022,Bird,1,53,9
Grandview2_CL_1_Cam_8,12/25/2022,Cottontail,1,53,9
Grandview2_CL_1_Cam_8,12/25/2022,Bird,1,53,9
Grandview2_CL_1_Cam_8,12/25/2022,Rat,1,53,9
Grandview2_CL_1_Cam_9,12/25/2022,Mouse,1,53,9
Grandview2_CL_1_Cam_9,12/25/2022,Mouse,1,53,9
Grandview2_CL_1_Cam_9,12/25/2022,Mouse,1,53,9
Grandview2_CL_1_Cam_9,12/25/2022,Mouse,1,53,9
Grandview2_CL_1_Cam_9,12/25/2022,Mouse,1,53,9
Grandview2_CL_1_Cam_9,12/25/2022,Bird,1,53,9
Grandview2_CL_1_Cam_9,12/25/2022,Bird,1,53,9
Grandview2_CL_1_Cam_9,12/25/2022,Bird,1,53,9
Grandview2_CL_1_Cam_9,12/25/2022,Bird,1,53,9
Grandview2_CL_1_Cam_9,12/25/2022,Bird,1,53,9
Grandview2_CL_1_Cam_9,12/25/2022,Bird,1,53,9
Grandview2_CL_1_Cam_9,12/25/2022,Bird,1,53,9
Grandview2_CL_1_Cam_9,12/25/2022,Bird,1,53,9
Grandview2_CL_1_Cam_9,12/25/2022,Bird,1,53,9
Grandview2_CL_1_Cam_9,12/25/2022,Bird,1,53,9
Grandview2_CL_1_Cam_9,12/25/2022,Mouse,1,53,9
Nacatoch2_CL_1_Cam_4,12/25/2022,White-tailed Deer,1,53,9
Nacatoch2_CL_1_Cam_5,12/25/2022,White-tailed Deer,1,53,9
Palmetto_CL_1_Cam_6,12/25/2022,Wild Hog,1,53,9
Palmetto_CL_1_Cam_6,12/25/2022,Fox Squirrel,1,53,9
Research_CL_1_Cam_1,12/25/2022,Raccoon,1,53,9
Research_CL_1_Cam_1,12/25/2022,Armadillo,1,53,9
Research_CL_1_Cam_2,12/25/2022,Gray Fox,1,53,9
Research_CL_1_Cam_5,12/25/2022,Mouse,1,53,9
Research_CL_1_Cam_7,12/25/2022,Bird,1,53,9
Research_CL_1_Cam_7,12/25/2022,Cottontail,1,53,9
Research_CL_1_Cam_7,12/25/2022,Cottontail,1,53,9
Research_CL_1_Cam_7,12/25/2022,Cottontail,1,53,9
Research_CL_1_Cam_8,12/25/2022,White-tailed Deer,1,53,9
Sandhills2_CL_1_Cam_4,12/25/2022,Gray Squirrel,1,53,9
Sandhills2_CL_1_Cam_6,12/25/2022,White-tailed Deer,1,53,9
Saratoga2_CL_1_Cam_4,12/25/2022,White-tailed Deer,1,53,9
Saratoga2_CL_1_Cam_5,12/25/2022,Gray Squirrel,1,53,9
Saratoga2_CL_1_Cam_5,12/25/2022,Gray Squirrel,1,53,9
Saratoga2_CL_1_Cam_5,12/25/2022,Gray Squirrel,1,53,9
Saratoga2_CL_1_Cam_6,12/25/2022,White-tailed Deer,1,53,9
Stone2_CL_1_Cam_2,12/25/2022,Gray Squirrel,1,53,9
15B,12/26/2022,Gray Squirrel,1,53,9
15B,12/26/2022,Gray Squirrel,1,53,9
15B,12/26/2022,Gray Squirrel,1,53,9
195B,12/26/2022,Gray Squirrel,1,53,9
195B,12/26/2022,Gray Squirrel,1,53,9
195B,12/26/2022,Gray Squirrel,1,53,9
199B,12/26/2022,White-tailed Deer,1,53,9
1B,12/26/2022,White-tailed Deer,1,53,9
203B,12/26/2022,White-tailed Deer,1,53,9
204B,12/26/2022,White-tailed Deer,1,53,9
204B,12/26/2022,Gray Squirrel,1,53,9
214B,12/26/2022,Bird,1,53,9
34D,12/26/2022,White-tailed Deer,1,53,9
39B,12/26/2022,White-tailed Deer,1,53,9
64B,12/26/2022,White-tailed Deer,1,53,9
64B,12/26/2022,White-tailed Deer,1,53,9
64B,12/26/2022,White-tailed Deer,1,53,9
64B,12/26/2022,White-tailed Deer,1,53,9
67B,12/26/2022,Bobcat,1,53,9
82B,12/26/2022,Bird,1,53,9
88B,12/26/2022,White-tailed Deer,1,53,9
88B,12/26/2022,Opossum,1,53,9
8B,12/26/2022,Gray Squirrel,1,53,9
90B,12/26/2022,Grey Fox,1,53,9
Grandview2_CL_1_Cam_10,12/26/2022,White-tailed Deer,2,53,9
Grandview2_CL_1_Cam_10,12/26/2022,Raccoon,1,53,9
Grandview2_CL_1_Cam_11,12/26/2022,Unknown,1,53,9
Grandview2_CL_1_Cam_11,12/26/2022,Unknown,1,53,9
Grandview2_CL_1_Cam_13,12/26/2022,Mouse,1,53,9
Grandview2_CL_1_Cam_13,12/26/2022,Bird,1,53,9
Grandview2_CL_1_Cam_14,12/26/2022,Bobcat,1,53,9
